person_id,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_percent_income
5720,A,EDUCATION,5250,7.66,0.22
5721,A,MEDICAL,2000,7.66,0.04
5722,B,PERSONAL,4000,10.37,0.09
5723,B,MEDICAL,5275,10.39,0.12
5724,C,PERSONAL,5275,13.49,0.09
5725,B,MEDICAL,10000,10.36,0.22
5726,A,EDUCATION,5300,7.9,0.23
5727,C,PERSONAL,5300,15.23,0.21
5728,B,EDUCATION,10000,9.99,0.22
5729,A,EDUCATION,5300,8.49,0.2
5730,A,MEDICAL,3000,7.88,0.07
5731,C,MEDICAL,5300,15.27,0.18
5732,C,EDUCATION,5300,15.27,0.18
5733,E,EDUCATION,5300,17.99,0.18
5734,D,MEDICAL,5300,15.28,0.18
5735,B,EDUCATION,23500,10.25,0.51
5736,A,MEDICAL,5300,7.66,0.11
5737,D,PERSONAL,5300,14.42,0.11
5738,A,EDUCATION,5300,6.62,0.08
5739,B,HOMEIMPROVEMENT,15000,11.36,0.38
5740,B,PERSONAL,5325,12.42,0.24
5741,C,PERSONAL,5325,14.27,0.17
5742,B,EDUCATION,8000,11.48,0.17
5743,B,MEDICAL,5375,10.99,0.22
5744,C,MEDICAL,5375,13.47,0.21
5745,D,MEDICAL,5400,15.99,0.3
5746,C,DEBTCONSOLIDATION,5400,15.23,0.3
5747,C,HOMEIMPROVEMENT,8600,,0.19
5748,A,DEBTCONSOLIDATION,6000,7.68,0.13
5749,C,MEDICAL,5400,,0.25
5750,B,EDUCATION,5400,11.49,0.23
5751,D,HOMEIMPROVEMENT,5400,16.02,0.21
5752,D,VENTURE,10000,14.74,0.22
5753,B,EDUCATION,5400,10.38,0.2
5754,D,VENTURE,4000,,0.09
5755,B,PERSONAL,5400,10.0,0.18
5756,D,PERSONAL,5400,16.29,0.17
5757,A,PERSONAL,5400,,0.16
5758,B,PERSONAL,5400,10.59,0.15
5759,D,PERSONAL,9000,15.99,0.2
5760,C,DEBTCONSOLIDATION,10000,11.03,0.22
5761,A,EDUCATION,1500,7.49,0.03
5762,C,MEDICAL,5400,12.84,0.15
5763,A,VENTURE,5400,8.9,0.15
5764,A,EDUCATION,5400,7.29,0.12
5765,A,EDUCATION,5400,7.88,0.1
5766,B,VENTURE,5400,11.99,0.1
5767,A,MEDICAL,3600,7.68,0.08
5768,A,MEDICAL,5400,5.42,0.09
5769,B,VENTURE,9750,10.0,0.21
5770,C,MEDICAL,15000,13.47,0.32
5771,A,MEDICAL,5400,7.49,0.09
5772,D,VENTURE,5400,14.54,0.09
5773,A,EDUCATION,10000,5.42,0.22
5774,B,VENTURE,15000,12.21,0.32
5775,D,MEDICAL,5400,15.21,0.09
5776,A,VENTURE,13000,7.29,0.28
5777,E,PERSONAL,5400,15.95,0.08
5778,C,DEBTCONSOLIDATION,5400,15.27,0.05
5779,B,EDUCATION,5425,11.99,0.24
5780,D,DEBTCONSOLIDATION,6000,,0.13
5781,B,EDUCATION,4000,10.62,0.09
5782,B,DEBTCONSOLIDATION,8500,10.99,0.21
5783,D,EDUCATION,1300,14.96,0.03
5784,A,EDUCATION,5450,7.9,0.07
5785,C,HOMEIMPROVEMENT,16000,12.53,0.34
5786,B,EDUCATION,12000,12.21,0.26
5787,B,VENTURE,15000,10.62,0.32
5788,B,EDUCATION,5500,10.36,0.46
5789,B,MEDICAL,5500,11.48,0.38
5790,C,PERSONAL,5500,13.11,0.36
5791,A,DEBTCONSOLIDATION,5500,7.88,0.36
5792,B,PERSONAL,5500,11.71,0.31
5793,E,EDUCATION,5500,17.93,0.29
5794,D,DEBTCONSOLIDATION,15000,13.24,0.32
5795,E,HOMEIMPROVEMENT,7000,19.03,0.17
5796,B,HOMEIMPROVEMENT,12725,12.42,0.27
5797,A,PERSONAL,5000,6.99,0.11
5798,D,VENTURE,5500,,0.27
5799,A,DEBTCONSOLIDATION,12000,6.99,0.26
5800,B,EDUCATION,5500,9.25,0.25
5801,D,HOMEIMPROVEMENT,6000,14.91,0.13
5802,C,VENTURE,9000,,0.19
5803,A,MEDICAL,3600,7.14,0.08
5804,D,HOMEIMPROVEMENT,5500,14.91,0.25
5805,C,EDUCATION,5500,13.04,0.25
5806,A,MEDICAL,5500,6.54,0.24
5807,A,DEBTCONSOLIDATION,5000,7.51,0.11
5808,A,PERSONAL,5500,5.79,0.24
5809,A,EDUCATION,11500,7.51,0.25
5810,C,PERSONAL,5500,14.27,0.23
5811,C,VENTURE,6000,14.22,0.13
5812,C,PERSONAL,5500,13.99,0.23
5813,B,VENTURE,5500,10.99,0.23
5814,A,PERSONAL,13000,8.59,0.28
5815,A,PERSONAL,5500,9.32,0.22
5816,A,EDUCATION,5500,7.9,0.22
5817,C,EDUCATION,5500,13.72,0.21
5818,A,EDUCATION,7000,5.79,0.15
5819,C,PERSONAL,11000,14.26,0.23
5820,D,DEBTCONSOLIDATION,5500,14.74,0.21
5821,C,MEDICAL,5500,12.53,0.2
5822,C,VENTURE,9600,15.96,0.2
5823,B,DEBTCONSOLIDATION,5500,9.76,0.19
5824,B,PERSONAL,5500,11.86,0.18
5825,B,PERSONAL,5500,12.53,0.18
5826,A,DEBTCONSOLIDATION,7000,7.9,0.17
5827,A,EDUCATION,5500,8.0,0.18
5828,C,PERSONAL,12000,13.49,0.26
5829,A,PERSONAL,7000,7.51,0.15
5830,B,PERSONAL,5500,11.11,0.17
5831,E,DEBTCONSOLIDATION,5500,,0.17
5832,B,PERSONAL,3000,12.69,0.06
5833,A,MEDICAL,6600,7.9,0.14
5834,C,PERSONAL,10600,15.96,0.23
5835,D,PERSONAL,5500,14.54,0.17
5836,B,MEDICAL,8000,10.65,0.17
5837,B,MEDICAL,5500,,0.17
5838,B,DEBTCONSOLIDATION,5500,,0.16
5839,A,VENTURE,4000,6.62,0.09
5840,A,MEDICAL,5400,8.9,0.11
5841,D,EDUCATION,5500,17.58,0.16
5842,C,EDUCATION,5500,13.47,0.16
5843,D,PERSONAL,5500,16.89,0.16
5844,C,VENTURE,5500,13.11,0.16
5845,A,VENTURE,12500,8.49,0.27
5846,B,EDUCATION,10400,11.49,0.22
5847,B,PERSONAL,5500,10.65,0.15
5848,E,EDUCATION,5500,17.14,0.15
5849,A,VENTURE,5500,7.51,0.15
5850,B,PERSONAL,5500,9.2,0.15
5851,A,DEBTCONSOLIDATION,5500,6.92,0.14
5852,A,VENTURE,6000,5.99,0.13
5853,A,PERSONAL,5500,7.74,0.14
5854,A,MEDICAL,3000,5.42,0.06
5855,B,VENTURE,5500,,0.14
5856,B,MEDICAL,15000,10.74,0.32
5857,A,MEDICAL,15000,7.66,0.32
5858,C,EDUCATION,5500,12.73,0.14
5859,C,DEBTCONSOLIDATION,13850,12.68,0.29
5860,A,PERSONAL,3000,5.79,0.06
5861,D,DEBTCONSOLIDATION,5500,15.31,0.15
5862,B,DEBTCONSOLIDATION,5500,11.89,0.13
5863,D,VENTURE,5500,15.05,0.15
5864,C,EDUCATION,5500,12.73,0.12
5865,A,MEDICAL,15000,7.66,0.32
5866,B,PERSONAL,6000,11.11,0.13
5867,A,HOMEIMPROVEMENT,6000,7.66,0.13
5868,B,EDUCATION,5500,10.38,0.12
5869,B,EDUCATION,5500,11.49,0.11
5870,A,MEDICAL,5500,7.49,0.11
5871,B,EDUCATION,5500,10.99,0.11
5872,D,PERSONAL,5500,15.28,0.13
5873,B,DEBTCONSOLIDATION,8500,,0.18
5874,A,DEBTCONSOLIDATION,5500,7.14,0.11
5875,A,MEDICAL,7000,7.51,0.15
5876,A,PERSONAL,7000,7.14,0.15
5877,A,VENTURE,7500,7.51,0.16
5878,D,DEBTCONSOLIDATION,5500,,0.12
5879,A,VENTURE,5500,8.94,0.1
5880,A,DEBTCONSOLIDATION,5500,8.07,0.1
5881,B,PERSONAL,5500,11.71,0.1
5882,A,EDUCATION,5500,9.38,0.1
5883,A,MEDICAL,9000,8.94,0.19
5884,C,HOMEIMPROVEMENT,5500,13.49,0.11
5885,B,HOMEIMPROVEMENT,5500,10.99,0.1
5886,B,HOMEIMPROVEMENT,5500,11.99,0.11
5887,A,EDUCATION,5500,5.42,0.09
5888,C,EDUCATION,10000,13.57,0.24
5889,A,MEDICAL,5500,7.88,0.09
5890,C,DEBTCONSOLIDATION,10000,13.79,0.21
5891,B,HOMEIMPROVEMENT,12000,12.21,0.26
5892,C,EDUCATION,5000,11.78,0.12
5893,D,VENTURE,5500,17.49,0.09
5894,B,PERSONAL,5500,9.76,0.09
5895,B,MEDICAL,6600,10.71,0.16
5896,C,EDUCATION,5500,12.73,0.09
5897,B,EDUCATION,5500,10.75,0.09
5898,B,EDUCATION,5500,9.91,0.08
5899,B,PERSONAL,5500,11.49,0.08
5900,C,VENTURE,5500,14.65,0.07
5901,B,EDUCATION,5525,11.36,0.06
5902,A,VENTURE,10000,,0.21
5903,B,PERSONAL,4000,11.49,0.08
5904,B,PERSONAL,11000,10.99,0.23
5905,C,PERSONAL,5550,12.41,0.25
5906,C,VENTURE,5550,12.53,0.23
5907,B,MEDICAL,5550,11.36,0.18
5908,A,VENTURE,5550,7.49,0.12
5909,C,MEDICAL,7000,13.23,0.15
5910,A,PERSONAL,5575,7.9,0.27
5911,B,VENTURE,10000,11.83,0.21
5912,A,PERSONAL,5575,6.62,0.19
5913,B,DEBTCONSOLIDATION,11500,11.58,0.28
5914,D,VENTURE,5600,14.59,0.39
5915,F,HOMEIMPROVEMENT,5600,18.09,0.31
5916,B,VENTURE,6000,12.69,0.13
5917,A,PERSONAL,9500,8.49,0.2
5918,A,DEBTCONSOLIDATION,5600,8.9,0.29
5919,A,DEBTCONSOLIDATION,5600,5.79,0.28
5920,B,MEDICAL,5600,10.75,0.28
5921,A,EDUCATION,6500,8.59,0.14
5922,B,VENTURE,20000,11.83,0.42
5923,C,MEDICAL,5600,12.73,0.23
5924,B,EDUCATION,5325,10.62,0.11
5925,B,MEDICAL,5600,11.11,0.22
5926,A,VENTURE,5600,7.29,0.22
5927,A,DEBTCONSOLIDATION,5600,8.0,0.22
5928,B,DEBTCONSOLIDATION,12000,9.91,0.25
5929,A,VENTURE,6000,7.9,0.13
5930,D,PERSONAL,5600,14.12,0.2
5931,B,MEDICAL,13750,11.71,0.29
5932,D,PERSONAL,5600,14.46,0.19
5933,C,EDUCATION,5600,13.61,0.19
5934,B,VENTURE,5600,,0.19
5935,C,HOMEIMPROVEMENT,5600,,0.19
5936,A,MEDICAL,5600,7.49,0.18
5937,A,HOMEIMPROVEMENT,7000,7.74,0.15
5938,A,DEBTCONSOLIDATION,5600,7.9,0.17
5939,B,MEDICAL,5600,9.25,0.17
5940,B,MEDICAL,12250,10.62,0.26
5941,A,MEDICAL,4000,6.62,0.08
5942,A,EDUCATION,14000,6.03,0.29
5943,C,PERSONAL,5600,13.79,0.19
5944,A,MEDICAL,5600,7.9,0.16
5945,C,DEBTCONSOLIDATION,18000,13.22,0.43
5946,A,HOMEIMPROVEMENT,12375,7.9,0.26
5947,B,EDUCATION,5600,9.99,0.15
5948,A,DEBTCONSOLIDATION,5600,6.62,0.15
5949,A,PERSONAL,4500,6.39,0.09
5950,A,VENTURE,5600,,0.15
5951,A,PERSONAL,15000,6.03,0.31
5952,C,PERSONAL,1500,13.43,0.03
5953,B,MEDICAL,15000,11.86,0.31
5954,C,MEDICAL,5600,13.23,0.17
5955,B,DEBTCONSOLIDATION,5600,,0.14
5956,C,EDUCATION,5600,13.8,0.14
5957,D,MEDICAL,5600,14.61,0.14
5958,D,PERSONAL,5600,16.77,0.14
5959,C,DEBTCONSOLIDATION,5600,15.96,0.14
5960,A,MEDICAL,5600,7.49,0.13
5961,B,DEBTCONSOLIDATION,15000,,0.31
5962,A,VENTURE,15000,6.17,0.31
5963,B,VENTURE,5600,9.63,0.13
5964,C,DEBTCONSOLIDATION,11000,13.49,0.23
5965,D,HOMEIMPROVEMENT,5600,14.96,0.14
5966,B,VENTURE,7350,10.65,0.15
5967,C,VENTURE,2200,15.27,0.05
5968,B,MEDICAL,5600,9.99,0.12
5969,B,MEDICAL,5600,11.14,0.12
5970,B,PERSONAL,5600,10.62,0.12
5971,B,MEDICAL,5600,11.49,0.11
5972,B,HOMEIMPROVEMENT,5600,,0.11
5973,C,MEDICAL,5600,11.03,0.11
5974,B,EDUCATION,5600,10.59,0.11
5975,A,PERSONAL,5600,7.49,0.11
5976,A,MEDICAL,5600,7.29,0.11
5977,A,PERSONAL,3200,7.9,0.08
5978,A,EDUCATION,5600,7.29,0.11
5979,B,VENTURE,5600,10.59,0.1
5980,B,EDUCATION,10000,10.65,0.21
5981,B,VENTURE,5600,9.63,0.1
5982,B,MEDICAL,2400,12.69,0.05
5983,A,PERSONAL,5600,6.62,0.1
5984,A,EDUCATION,5600,6.03,0.1
5985,A,MEDICAL,5600,8.59,0.1
5986,A,MEDICAL,5600,8.32,0.1
5987,C,MEDICAL,23500,13.49,0.49
5988,B,EDUCATION,5600,,0.1
5989,A,VENTURE,12000,6.03,0.25
5990,B,PERSONAL,5600,10.65,0.09
5991,A,PERSONAL,5600,7.29,0.09
5992,B,DEBTCONSOLIDATION,5600,9.25,0.09
5993,B,VENTURE,5600,9.99,0.09
5994,A,MEDICAL,10000,,0.21
5995,D,VENTURE,1500,16.29,0.03
5996,A,DEBTCONSOLIDATION,5600,8.49,0.09
5997,A,EDUCATION,15000,,0.31
5998,B,PERSONAL,3000,,0.06
5999,D,PERSONAL,5600,14.91,0.09
6000,C,MEDICAL,5600,12.61,0.08
6001,B,HOMEIMPROVEMENT,2000,12.69,0.04
6002,A,VENTURE,8400,,0.17
6003,B,VENTURE,5600,9.99,0.08
6004,A,MEDICAL,5000,6.03,0.1
6005,B,DEBTCONSOLIDATION,2500,11.71,0.05
6006,C,VENTURE,5600,13.11,0.08
6007,A,MEDICAL,5600,7.9,0.08
6008,B,EDUCATION,20000,11.71,0.42
6009,C,VENTURE,13800,13.49,0.29
6010,B,PERSONAL,5600,11.14,0.08
6011,B,VENTURE,5600,11.12,0.08
6012,A,VENTURE,10500,7.51,0.22
6013,B,PERSONAL,10000,10.65,0.21
6014,B,PERSONAL,6000,10.65,0.13
6015,D,MEDICAL,5600,14.84,0.08
6016,B,MEDICAL,5600,11.12,0.07
6017,A,EDUCATION,5600,5.99,0.07
6018,A,MEDICAL,19000,6.99,0.45
6019,A,DEBTCONSOLIDATION,5600,6.54,0.06
6020,B,VENTURE,15000,,0.31
6021,A,MEDICAL,2500,5.42,0.05
6022,B,MEDICAL,5600,9.99,0.05
6023,C,DEBTCONSOLIDATION,5625,12.68,0.23
6024,A,MEDICAL,3500,5.42,0.07
6025,C,EDUCATION,5650,,0.16
6026,B,VENTURE,5650,9.91,0.11
6027,B,PERSONAL,2000,10.99,0.04
6028,C,MEDICAL,1400,14.79,0.03
6029,A,DEBTCONSOLIDATION,4400,5.99,0.09
6030,C,EDUCATION,5650,13.47,0.08
6031,A,VENTURE,5675,,0.09
6032,C,DEBTCONSOLIDATION,12000,,0.25
6033,A,MEDICAL,5700,7.49,0.5
6034,C,EDUCATION,5700,12.99,0.16
6035,A,EDUCATION,5700,5.42,0.15
6036,B,VENTURE,13000,10.99,0.27
6037,A,DEBTCONSOLIDATION,5700,7.66,0.12
6038,A,EDUCATION,5000,8.49,0.1
6039,B,DEBTCONSOLIDATION,5700,11.12,0.11
6040,A,MEDICAL,5750,8.9,0.34
6041,B,VENTURE,5750,10.75,0.17
6042,A,MEDICAL,10000,7.49,0.21
6043,B,DEBTCONSOLIDATION,8325,,0.2
6044,A,EDUCATION,5750,8.94,0.13
6045,A,VENTURE,5750,8.0,0.08
6046,C,DEBTCONSOLIDATION,10000,13.49,0.21
6047,A,EDUCATION,5750,7.29,0.07
6048,A,EDUCATION,5750,,0.06
6049,A,VENTURE,4400,5.99,0.09
6050,B,HOMEIMPROVEMENT,5750,9.99,0.04
6051,A,PERSONAL,5775,9.63,0.19
6052,B,VENTURE,3000,11.99,0.06
6053,A,VENTURE,5775,6.17,0.05
6054,C,DEBTCONSOLIDATION,5800,14.72,0.32
6055,A,VENTURE,3200,6.99,0.07
6056,A,EDUCATION,5800,8.94,0.28
6057,B,MEDICAL,5800,9.91,0.23
6058,B,MEDICAL,4200,11.99,0.09
6059,C,EDUCATION,5000,13.99,0.1
6060,B,MEDICAL,5800,10.65,0.21
6061,C,VENTURE,5800,13.06,0.21
6062,A,HOMEIMPROVEMENT,4000,5.42,0.08
6063,A,MEDICAL,5800,8.32,0.17
6064,A,VENTURE,4800,8.49,0.1
6065,A,VENTURE,5800,7.43,0.14
6066,A,EDUCATION,5000,5.99,0.1
6067,A,PERSONAL,3200,5.99,0.07
6068,C,DEBTCONSOLIDATION,1000,13.49,0.02
6069,A,MEDICAL,5800,7.88,0.13
6070,B,PERSONAL,8000,10.59,0.17
6071,C,DEBTCONSOLIDATION,1800,12.99,0.04
6072,A,DEBTCONSOLIDATION,5800,7.29,0.04
6073,C,VENTURE,3600,13.49,0.07
6074,A,PERSONAL,5825,6.62,0.49
6075,C,MEDICAL,5825,14.27,0.23
6076,C,MEDICAL,5825,14.27,0.22
6077,A,EDUCATION,10500,7.66,0.25
6078,B,MEDICAL,5825,10.65,0.12
6079,B,PERSONAL,4000,9.63,0.08
6080,B,VENTURE,7000,10.74,0.15
6081,A,MEDICAL,4000,5.42,0.08
6082,A,VENTURE,5850,7.49,0.1
6083,B,DEBTCONSOLIDATION,4800,10.74,0.1
6084,D,EDUCATION,5875,14.11,0.31
6085,B,VENTURE,5875,12.69,0.15
6086,C,MEDICAL,5875,12.99,0.12
6087,D,EDUCATION,5875,14.54,0.1
6088,B,EDUCATION,5900,12.42,0.41
6089,A,PERSONAL,5900,9.63,0.26
6090,A,EDUCATION,5900,7.88,0.2
6091,B,PERSONAL,5900,10.71,0.16
6092,B,HOMEIMPROVEMENT,5925,11.11,0.17
6093,C,DEBTCONSOLIDATION,5950,13.49,0.3
6094,C,EDUCATION,15000,13.06,0.31
6095,A,VENTURE,5950,7.66,0.2
6096,A,VENTURE,14125,,0.29
6097,A,MEDICAL,12000,7.29,0.25
6098,A,HOMEIMPROVEMENT,4500,5.42,0.09
6099,A,HOMEIMPROVEMENT,5950,7.29,0.08
6100,D,EDUCATION,5975,14.46,0.13
6101,B,DEBTCONSOLIDATION,6000,8.88,0.5
6102,A,MEDICAL,6000,7.49,0.45
6103,B,EDUCATION,6000,10.0,0.4
6104,A,MEDICAL,6000,6.03,0.4
6105,D,EDUCATION,6000,14.59,0.4
6106,B,VENTURE,6000,9.63,0.38
6107,B,DEBTCONSOLIDATION,4800,9.99,0.1
6108,D,DEBTCONSOLIDATION,6000,14.84,0.36
6109,B,VENTURE,6000,10.99,0.35
6110,A,PERSONAL,10000,5.79,0.21
6111,A,VENTURE,6000,6.62,0.33
6112,B,DEBTCONSOLIDATION,12000,,0.25
6113,B,PERSONAL,6000,12.21,0.33
6114,B,MEDICAL,6000,,0.33
6115,A,HOMEIMPROVEMENT,6000,7.66,0.33
6116,D,MEDICAL,6000,14.74,0.32
6117,D,EDUCATION,2000,15.2,0.05
6118,A,MEDICAL,3500,6.54,0.07
6119,A,DEBTCONSOLIDATION,6000,,0.32
6120,C,EDUCATION,6000,10.59,0.32
6121,B,MEDICAL,3800,,0.08
6122,B,EDUCATION,6000,10.59,0.31
6123,A,MEDICAL,6000,7.14,0.31
6124,B,PERSONAL,6000,9.88,0.31
6125,C,HOMEIMPROVEMENT,6000,13.11,0.31
6126,A,PERSONAL,6500,6.17,0.14
6127,A,VENTURE,6000,7.14,0.3
6128,A,HOMEIMPROVEMENT,17000,6.91,0.35
6129,A,EDUCATION,3000,5.79,0.06
6130,B,VENTURE,6000,9.99,0.29
6131,C,DEBTCONSOLIDATION,6000,15.96,0.28
6132,B,VENTURE,2550,11.86,0.05
6133,B,MEDICAL,6000,10.59,0.28
6134,D,MEDICAL,6000,14.42,0.28
6135,A,VENTURE,6000,6.62,0.28
6136,C,EDUCATION,6000,14.72,0.28
6137,C,VENTURE,6000,13.47,0.27
6138,B,MEDICAL,9600,11.86,0.2
6139,C,EDUCATION,6000,12.23,0.27
6140,B,MEDICAL,6000,,0.26
6141,C,MEDICAL,6000,13.35,0.26
6142,A,EDUCATION,9600,7.51,0.2
6143,C,DEBTCONSOLIDATION,6000,13.57,0.26
6144,B,VENTURE,5000,,0.1
6145,B,EDUCATION,6000,11.49,0.26
6146,B,EDUCATION,6000,10.95,0.26
6147,B,PERSONAL,4000,11.86,0.08
6148,A,HOMEIMPROVEMENT,6000,7.9,0.26
6149,A,VENTURE,6000,8.0,0.26
6150,B,PERSONAL,6000,,0.25
6151,B,MEDICAL,6000,10.65,0.25
6152,A,DEBTCONSOLIDATION,4000,7.14,0.08
6153,A,MEDICAL,6000,8.9,0.25
6154,B,PERSONAL,7350,11.12,0.15
6155,A,DEBTCONSOLIDATION,6000,6.62,0.25
6156,A,PERSONAL,1200,6.76,0.03
6157,A,EDUCATION,6000,5.42,0.25
6158,B,MEDICAL,6000,11.99,0.25
6159,A,EDUCATION,3200,7.51,0.07
6160,E,PERSONAL,18250,16.82,0.43
6161,A,VENTURE,9600,,0.2
6162,C,MEDICAL,6000,12.99,0.25
6163,B,VENTURE,15000,11.12,0.31
6164,B,DEBTCONSOLIDATION,6000,,0.25
6165,B,EDUCATION,24250,10.25,0.51
6166,C,EDUCATION,7000,13.48,0.15
6167,A,EDUCATION,5000,7.88,0.1
6168,B,MEDICAL,6000,11.36,0.25
6169,B,HOMEIMPROVEMENT,6000,12.18,0.25
6170,C,DEBTCONSOLIDATION,6000,13.61,0.24
6171,B,EDUCATION,6000,11.83,0.24
6172,A,VENTURE,6000,7.51,0.24
6173,B,PERSONAL,6000,,0.24
6174,B,VENTURE,6500,10.62,0.14
6175,E,DEBTCONSOLIDATION,6000,16.4,0.24
6176,B,DEBTCONSOLIDATION,6000,,0.24
6177,A,EDUCATION,6000,8.0,0.24
6178,B,EDUCATION,15000,10.25,0.31
6179,B,MEDICAL,15000,9.88,0.31
6180,A,MEDICAL,6000,7.49,0.24
6181,B,VENTURE,4200,10.62,0.09
6182,B,EDUCATION,5500,11.36,0.11
6183,C,EDUCATION,16750,,0.35
6184,A,VENTURE,4000,,0.08
6185,A,EDUCATION,6000,7.49,0.24
6186,C,HOMEIMPROVEMENT,6000,13.23,0.24
6187,B,VENTURE,12000,11.36,0.25
6188,A,VENTURE,6000,8.94,0.24
6189,B,DEBTCONSOLIDATION,6000,9.76,0.24
6190,A,MEDICAL,6000,7.14,0.23
6191,C,VENTURE,6000,,0.23
6192,A,DEBTCONSOLIDATION,6000,7.49,0.23
6193,B,PERSONAL,6000,10.65,0.23
6194,A,HOMEIMPROVEMENT,7800,8.94,0.16
6195,C,MEDICAL,6000,6.0,0.23
6196,A,VENTURE,6000,8.59,0.23
6197,B,PERSONAL,6000,12.42,0.23
6198,A,VENTURE,7500,7.05,0.16
6199,C,MEDICAL,6000,13.79,0.23
6200,B,DEBTCONSOLIDATION,6000,9.25,0.22
6201,B,VENTURE,6000,11.86,0.22
6202,A,DEBTCONSOLIDATION,3500,8.94,0.08
6203,C,EDUCATION,6000,11.66,0.22
6204,B,PERSONAL,2800,12.53,0.06
6205,B,VENTURE,6000,9.99,0.22
6206,A,EDUCATION,3100,8.94,0.06
6207,A,PERSONAL,6000,7.9,0.22
6208,E,VENTURE,15750,16.35,0.33
6209,B,DEBTCONSOLIDATION,6000,10.38,0.22
6210,B,EDUCATION,4400,11.83,0.09
6211,C,HOMEIMPROVEMENT,16750,14.26,0.35
6212,C,EDUCATION,6000,12.87,0.13
6213,B,VENTURE,8000,12.53,0.17
6214,B,PERSONAL,6000,10.59,0.21
6215,B,PERSONAL,6000,9.63,0.21
6216,C,EDUCATION,6000,12.98,0.21
6217,A,EDUCATION,10000,7.74,0.21
6218,A,EDUCATION,6000,9.63,0.21
6219,A,VENTURE,6000,7.66,0.21
6220,C,EDUCATION,10800,12.84,0.23
6221,A,DEBTCONSOLIDATION,6000,8.9,0.21
6222,B,MEDICAL,6000,,0.21
6223,C,EDUCATION,6000,13.8,0.21
6224,B,HOMEIMPROVEMENT,6000,10.62,0.21
6225,A,DEBTCONSOLIDATION,6000,8.94,0.21
6226,E,VENTURE,6000,17.04,0.21
6227,C,MEDICAL,6000,15.27,0.21
6228,A,VENTURE,6000,5.99,0.21
6229,C,PERSONAL,6000,13.61,0.21
6230,B,VENTURE,6000,10.25,0.21
6231,B,VENTURE,6000,11.46,0.21
6232,C,HOMEIMPROVEMENT,2800,12.53,0.06
6233,C,EDUCATION,6000,14.22,0.2
6234,B,MEDICAL,6000,12.42,0.2
6235,A,VENTURE,10400,7.37,0.22
6236,B,EDUCATION,6000,10.65,0.2
6237,C,EDUCATION,6000,14.27,0.2
6238,A,EDUCATION,9925,9.63,0.21
6239,C,MEDICAL,6000,13.49,0.2
6240,B,VENTURE,7800,11.89,0.16
6241,A,MEDICAL,6000,7.51,0.2
6242,A,EDUCATION,10000,9.32,0.21
6243,C,DEBTCONSOLIDATION,6000,13.49,0.2
6244,A,EDUCATION,6000,7.51,0.2
6245,B,VENTURE,6000,12.42,0.2
6246,B,PERSONAL,6000,12.42,0.2
6247,A,PERSONAL,1300,9.07,0.03
6248,A,DEBTCONSOLIDATION,4800,9.07,0.1
6249,B,PERSONAL,2400,11.46,0.05
6250,C,EDUCATION,7000,12.09,0.15
6251,B,EDUCATION,6000,11.71,0.2
6252,B,DEBTCONSOLIDATION,6000,11.71,0.2
6253,B,EDUCATION,5000,10.08,0.1
6254,A,HOMEIMPROVEMENT,5000,7.68,0.1
6255,C,EDUCATION,6000,13.49,0.2
6256,B,PERSONAL,6000,10.99,0.2
6257,A,EDUCATION,6000,8.49,0.2
6258,D,HOMEIMPROVEMENT,6000,15.99,0.2
6259,B,PERSONAL,6000,10.37,0.2
6260,A,MEDICAL,6000,6.54,0.2
6261,C,PERSONAL,6000,14.72,0.2
6262,A,MEDICAL,6000,7.51,0.2
6263,C,MEDICAL,3500,10.28,0.07
6264,D,DEBTCONSOLIDATION,6000,,0.2
6265,A,MEDICAL,6000,8.94,0.2
6266,A,DEBTCONSOLIDATION,6000,7.74,0.2
6267,A,MEDICAL,9500,7.29,0.2
6268,A,DEBTCONSOLIDATION,3000,,0.06
6269,A,MEDICAL,6000,6.03,0.19
6270,B,VENTURE,20000,12.18,0.41
6271,A,EDUCATION,6000,7.66,0.12
6272,C,DEBTCONSOLIDATION,6000,15.23,0.19
6273,D,DEBTCONSOLIDATION,6000,16.89,0.19
6274,C,DEBTCONSOLIDATION,6000,13.8,0.19
6275,C,EDUCATION,6000,13.22,0.19
6276,C,VENTURE,6500,,0.13
6277,B,EDUCATION,6000,11.12,0.19
6278,C,HOMEIMPROVEMENT,6000,13.49,0.19
6279,A,HOMEIMPROVEMENT,13000,7.29,0.27
6280,B,PERSONAL,6000,10.25,0.12
6281,A,DEBTCONSOLIDATION,6000,5.42,0.19
6282,B,MEDICAL,6000,10.62,0.19
6283,E,EDUCATION,19500,15.57,0.4
6284,E,MEDICAL,7000,15.57,0.16
6285,D,PERSONAL,6000,12.92,0.19
6286,D,VENTURE,6000,,0.19
6287,B,EDUCATION,13500,11.14,0.28
6288,D,PERSONAL,6000,14.84,0.19
6289,A,MEDICAL,5000,7.49,0.1
6290,D,MEDICAL,6000,16.77,0.19
6291,C,PERSONAL,6000,13.04,0.18
6292,B,MEDICAL,6000,11.86,0.12
6293,B,PERSONAL,19000,11.36,0.39
6294,D,VENTURE,6000,14.84,0.18
6295,C,PERSONAL,6000,13.85,0.18
6296,D,EDUCATION,8000,17.58,0.16
6297,C,EDUCATION,6000,11.03,0.18
6298,C,VENTURE,6000,13.23,0.18
6299,B,DEBTCONSOLIDATION,6000,10.71,0.18
